Timestamp,First and Last Name,How are you doing today?,Why are you feeling that way?
10/23/2018 14:09,35,Excellent,Dylan told me I was feeling.
10/23/2018 14:15,17,Excellent,I just realized that I raised my grade in writing class.
10/23/2018 14:15,64,Excellent,"Because, I just do."
10/23/2018 14:21,25,Excellent,I am feeling this way because I had a wonderful day and I LOVE/OBSESSED with The Outsiders!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
10/23/2018 14:21,85,Excellent,I did very good during my game.
10/23/2018 14:23,75,Good,Because Its a good day and I look like a nerd 
10/23/2018 14:54,48,Good,I'm felling that way because I have the biggest football game today.
10/23/2018 14:55,22,Excellent,I've been having a good week.
10/23/2018 14:55,54,Excellent,"I am feeling excellent because, in fact, contrary to popular belief, *literally nothing interesting happened today."
10/23/2018 14:55,92,Option 4,I am tired.
10/23/2018 14:55,105,Excellent,I feel excellent today because I got to meet Sara Kay and tomorrow I get to go the workshop with her.
10/23/2018 14:55,119,Fair,My throat hurts.
10/23/2018 14:55,125,Excellent,i'm feelings this way because i have my biggest game today
10/23/2018 14:56,9,Excellent,Almost the end of the day! 
10/23/2018 14:56,23,Fair,I had a lot of quizzes today.
10/23/2018 14:56,87,Excellent,Life
10/23/2018 14:56,104,Good,I got a new friend today
10/23/2018 14:56,122,Good,Iim feeling good because today was fun.
10/23/2018 14:57,46,Good,"Today's been ok, noting too special. "
10/23/2018 14:57,108,Good,I still don't have my glasses.
10/23/2018 15:00,68,Fair,My teacher lowered my grade when I submitted my test and she misplaced it.
10/23/2018 15:00,102,Excellent,It's the end of the day
10/23/2018 15:03,94,Fair,My headache isn't hear.
10/23/2018 15:05,104,Good,I made a new friend
10/23/2018 15:08,13,Excellent,I get to stay after school and play my instrument. I was sick yesterday but I'm feeling better.
10/23/2018 15:09,117,Option 4,I'm feeling option 4 because my game got rained out last night.
10/23/2018 15:18,21,Option 4,People are too loud and disruptive.
10/24/2018 8:19,108,Excellent!,I have glasses.
10/24/2018 8:21,42,Option 306,Option 306. 
10/24/2018 8:22,90,Option 306,Because I do.
10/24/2018 8:22,120,Good,no particular reason
10/24/2018 8:23,106,Option 4,i dont know
10/24/2018 8:24,29,Option 306,I'm tired.
10/24/2018 8:24,88,Excellent!,We're district champs.
10/24/2018 8:24,119,Option 4,I'm tired and my throat hurts a bit.
10/24/2018 8:25,58,Excellent!,I won my football game.
10/24/2018 8:25,96,Good,I don't know why I feel this way.
10/24/2018 8:25,102,Excellent!,Because I am alive.
10/24/2018 8:26,103,Good,I feel a lot more energetic than these past days.
10/24/2018 8:28,59,Option 306,I want to go home and sleep.
10/24/2018 8:32,5,Option 4,I woke up late.
10/24/2018 8:33,94,Option 306,i was forced into some embarrassing confrontation.
10/24/2018 8:33,116,Option 306,I feel this way because I was sleep when I woke up.
10/24/2018 8:39,73,Excellent!,I feel that way because we beat wood.
10/24/2018 8:41,85,Excellent!,I got a muffin.
10/24/2018 8:42,52,Excellent!,I feel this because my bus was earlier .
10/24/2018 8:47,21,Option 306,I feel this way because I feel irritated.
10/24/2018 8:47,26,Fair,My throat hurts a lot.
10/24/2018 9:06,99,Good,Because it is a nice day today and I like when it rains.
10/24/2018 9:06,118,Excellent!,annoinmets this morning were funny
10/24/2018 9:07,25,Excellent!,I feel this way because I LOVE the outsiders and I had a great morning!
10/24/2018 9:09,118,Excellent!,this morning announcements was good
10/24/2018 10:10,82,Excellent,I feel this way because it's Wednesday.
10/24/2018 10:12,62,Good,Today has been a pretty good day. 
10/24/2018 10:12,72,Excellent,because i am happy boi
10/24/2018 10:12,100,Option 4,It is Wednesday and the weekend is coming.
10/24/2018 10:13,124,Excellent,I am excited for lunch.
10/24/2018 10:14,39,Excellent,I slept a lot last night.
10/24/2018 10:14,57,Fair,Because my mom said she's taking me out of the program.
10/24/2018 10:14,112,Good,today has been okay so far
10/24/2018 10:15,59,Option 4,I want it to be Friday. 
10/24/2018 10:15,76,Option 4,I'm feeling option 4 because I'm hungry and tired.
10/24/2018 10:15,123,Fair,I want to go to the spurs game.
10/24/2018 10:16,10,Good,I'm going to play at the Spurs game today.
10/24/2018 10:16,50,Fair,"Not good man, its not good."
10/24/2018 10:16,57,Fair,because iv'e had a bad day so far.
10/24/2018 10:16,91,Excellent,I got to . help set up for the haunted house.
10/24/2018 10:16,113,Good,"I packed a good lunch, and it is Wednesday."
10/24/2018 10:18,47,Fair,I am feeling fair because today has been a bad day
10/24/2018 10:21,3,Good,Because nothing has gone wrong yet.
10/24/2018 10:21,26,Fair,"Theater was fun because we were setting up the haunted house, although some people got on my nerves because they weren't helping."
10/24/2018 10:59,120,Good,no particular reason
10/24/2018 11:01,126,Fair,I'm feeling fair because I'm cold.
10/24/2018 11:02,2,Option 4,I feel sick.
10/24/2018 11:02,55,Good,It's my sister's birthday!
10/24/2018 11:03,60,Good,I am feeling this way because everything has been going fine today.
10/24/2018 11:03,110,Excellent,"3rd period was just filled with puns, I wanted to get out of that class because it got annoying but it was pretty puuuuunnnny (I'm sorry)"
10/24/2018 11:04,74,Good,Im feeling good because the weather is nice
10/24/2018 11:05,24,Good,THE BOYS WON THE WOOD GAME!!
10/24/2018 11:05,78,Excellent,It is almost time to go home
10/24/2018 11:05,97,Fair,I am bored and my back is killing me so I can't walk right.
10/24/2018 11:08,89,Option 4,My knee is killing me because I can't bend it.  
10/24/2018 11:09,98,Good,It's Wednesday.
10/24/2018 11:11,56,Good,My arm hurts now that David hit me accidentally.
10/24/2018 11:12,53,Option 4,I am really tired and its cold outside.
10/24/2018 12:26,113,Good,The weekend was fun.
10/24/2018 12:40,82,Option 306,I feel this way because it's almost lunch.
10/24/2018 12:41,50,Option 4,Because I am depressed.
10/24/2018 12:41,87,Excellent!,LIFE
10/24/2018 12:42,15,Option 306,I had an entire night of adults yelling at me telling me I was a disappointment to my family name.
10/24/2018 12:43,93,Option 4,My stomach has been growling the whole day.
10/24/2018 12:44,62,Option 306,"306 Patricia, San Antonio, TX 78216 is a house with '306' in the name. "
10/24/2018 12:44,126,Option 306,I feel option 306 because I want to feel option 306.
10/24/2018 12:45,114,Good,I got gum.
10/24/2018 12:46,3,Option 4,to much rain
10/24/2018 12:46,20,Option 306,I feel this way because i am hurting.
10/24/2018 12:46,123,Fair,I want to go to the spurs game.
10/24/2018 12:47,43,Good,Today I feel good because I ate chick-fil-a for breakfast.
10/24/2018 12:47,44,Option 306,I am getting sick and have no voice.
10/24/2018 12:47,109,Option 306,No reason
10/24/2018 12:48,77,Fair,I had a sorta bad night but other than that I am doing fine.
10/24/2018 12:48,79,Excellent!,I am going to spurs game.
10/24/2018 12:53,38,Good,I'm hungry and cold.
10/24/2018 12:53,83,Fair,Its just been an okay day i'm just avoiding everyone and being unbothered. 
10/24/2018 14:04,65,Good,Because
10/24/2018 14:06,8,Fair,"I thought I was behind on my work ,but I'm not."
10/24/2018 14:06,107,Good,I'm feeling this way because nothing happened.
10/24/2018 14:07,81,Option 4,I am STILL SAD =(
10/24/2018 14:07,121,Good,I'm feeling good because it's the day that's in the middle of the week.
10/24/2018 14:08,4,Good,"Because today is the Spurs performance for band and I'm kind of nervous, and tomorrow is one year for me and my boyfriend, even tho I don't know what to give him, I finally know what I want to do that weekend:)"
10/24/2018 14:08,12,Excellent,Becuase i want to
10/24/2018 14:08,17,Excellent,It is the first day that we take out our rabbit in our carrier.
10/24/2018 14:08,35,Good,Enriqo said I was feeling good.
10/24/2018 14:08,37,Excellent,I am piped up
10/24/2018 14:08,85,Excellent,I feel this way because it has been a good day so far.
10/24/2018 14:09,11,Excellent,We won against Wood yesterday. 
10/24/2018 14:09,75,Excellent,Because I know I can do better 
10/24/2018 14:10,25,Excellent,Caytlin Walker
10/24/2018 14:10,51,Excellent,Nothing and has happened yet.
10/24/2018 14:10,64,Excellent,Because I am finally happy with life again.
10/24/2018 14:14,43,Good,Today I am feeling good because I want to feel that. 
10/24/2018 14:53,105,Good,I feel good today.
10/24/2018 14:54,23,Option 4,I had a pretty good day but I twisted my ankle in gym and now it hurts to walk.
10/24/2018 14:55,13,Excellent,I get to go to a spurs game and preform with my instrument.
10/24/2018 14:55,87,Excellent,LIFe
10/24/2018 14:55,92,Option 4,I want no.
10/24/2018 14:55,108,Good,It's wet.
10/24/2018 14:56,22,Good,I have been having a good week.
10/24/2018 14:56,105,Good,I feel good today.
10/24/2018 14:56,117,Option 4,I'm feeling option 4 because it's raining outside and that causes my practice to be canceled.
10/24/2018 14:56,119,Fair,My throat hurts.
10/24/2018 14:57,9,Excellent,I t's almost the end of the day. 
10/24/2018 14:57,46,Good,Nothing too exciting happened today. 
10/24/2018 14:57,54,Excellent,I am feeling excellent because of a god-tier joke I made today. It goes like this: Are you Helium? Because you are a GAS! (epic style joke)
10/24/2018 14:57,104,Good,I made a new friend.
10/24/2018 14:57,122,Good,I'm feeling good because today was good.
10/24/2018 14:58,102,Excellent,Because i am alive.
10/24/2018 14:59,20,Option 4,I feel this way because i pulled a muscle in my back.
10/24/2018 15:01,68,Option 4,I have no homework
10/24/2018 15:01,94,Option 4,im wet and cold
10/24/2018 15:03,21,Fair,I feel tired and I cant see.
10/24/2018 15:06,18,Good,it's Wednesday my dudes.
10/24/2018 16:40,43,Good,Today I feel good because I want to feel that way
10/24/2018 16:45,43,Good,Today I feel good because I want to feel that way.
10/24/2018 16:51,43,Good,Today I feel good because I want to feel that way.
10/25/2018 8:20,108,Good,I tired. 
10/25/2018 8:21,106,Option 4,i dont know
10/25/2018 8:22,29,Option 306,I don't know.
10/25/2018 8:22,88,Option 306,It's Thursday.
10/25/2018 8:23,103,Option 306,I'm tired from the Spurs game yesterday.
10/25/2018 8:23,120,Good,no particular reason
10/25/2018 8:24,42,Option 306,Option 306. 
10/25/2018 8:24,116,Fair,I feel this way because I'm having a bad hair today.
10/25/2018 8:25,99,Good,Because it is a nice day.
10/25/2018 8:26,58,Good,I need to turn things in.
10/25/2018 8:26,90,Option 306,Because I do.
10/25/2018 8:26,96,Good,I don't know why I feel this way.
10/25/2018 8:26,102,Excellent!,I am alive.
10/25/2018 8:27,59,Option 306,I want to be home with my cat.
10/25/2018 8:27,85,Fair,I am very tiered.
10/25/2018 8:28,119,Option 4,I'm tired.
10/25/2018 8:31,5,Option 306,Being repeatedly called a nerd doesn't exactly make me feel good so yeah but it wasn't DATA.
10/25/2018 8:33,73,Excellent!,I feel this way because I did something really fun.
10/25/2018 8:35,94,Option 306,I almost missed the bus.
10/25/2018 10:11,72,Excellent,i dont feel so good mr lovetttttt
10/25/2018 10:11,91,Excellent,I was practicing my lines for the literacy thing tomorrow.
10/25/2018 10:12,123,Fair,I am tired.
10/25/2018 10:13,57,Fair,Because i'm still grounded.
10/25/2018 10:14,3,Excellent,Everything is going my way and its not raining at all.
10/25/2018 10:14,82,Excellent,I feel this way because it's T-pose Thursday.
10/25/2018 10:14,100,Option 4,Because it is thursday and friday Is tomorrow.
10/25/2018 10:14,113,Good,Lunch is going to be good.
10/25/2018 10:15,10,Fair,I don't know.
10/25/2018 10:15,26,Fair,Theater was fun but I don't feel well today.
10/25/2018 10:15,32,Option 4,I do not know but i feel Option 306
10/25/2018 10:15,39,Excellent,I saw my grandma's now house last night.
10/25/2018 10:15,50,Fair,"Mr, Lovett, I don't feel so good."
10/25/2018 10:15,76,Option 4,I'm feeling option 4 because I'm hungry and tired.
10/25/2018 10:15,124,Excellent,The school is finally following flag protocol.
10/25/2018 10:16,47,Fair, I am feeling fair because i like this class so muchhh.
10/25/2018 10:16,62,Option 4,This day is going by so long. 
10/25/2018 10:16,112,Good,I don't know.
10/25/2018 10:21,59,Option 4,I want to go home.
10/25/2018 10:59,33,Option 4,duno
10/25/2018 11:01,55,Fair,I am having a normal day
10/25/2018 11:01,120,Good,no particular reason 
10/25/2018 11:03,110,Excellent,In 3rd period all we did was write and I really don't mind writing plus I listened to music. 
10/25/2018 11:03,126,Fair,I'm feeling fair because I'm cold.
10/25/2018 11:04,24,Good,It's just that kind of day.
10/25/2018 11:04,44,Option 4,I feel this way because I got lunch detention.
10/25/2018 11:04,101,Option 4,I just do 
10/25/2018 11:05,60,Fair,I am feeling this way because today has been fine but I'm tired.
10/25/2018 11:05,74,Excellent,Im feeling excellent because the day is going good so far.
10/25/2018 11:06,78,Fair,I have to see my sister tomorrow
10/25/2018 11:09,89,Fair,Today is really slow and i wanna go home and eat then sleep. 
10/25/2018 11:11,53,Option 4,My ear hurts and i'm cold.
10/25/2018 11:11,56,Excellent,Tomorrow we get to have free dress.
10/25/2018 11:11,98,Excellent,It's Thursday.
10/25/2018 11:13,97,Fair,My back is still dying.
10/25/2018 11:16,2,Good,It's a regular day.
10/25/2018 12:39,82,Option 306,I feel this way because it's T-pose Thursday.
10/25/2018 12:42,31,Option 306,qfsefxewfxew
10/25/2018 12:42,50,Option 4,I feel sick.
10/25/2018 12:42,126,Option 306,I feel option 306 because I want to feel option 306.
10/25/2018 12:43,15,Fair,No reason to feel any extremes today.
10/25/2018 12:43,20,Option 306,I feel this way because I sprained my back.
10/25/2018 12:43,44,Option 306,I feel this way because I got lunch detention
10/25/2018 12:43,62,Option 4,I am hungry. 
10/25/2018 12:43,123,Fair,I am very very tired. Or maybe not just bored.
10/25/2018 12:44,38,Good,I'm hungry.
10/25/2018 12:44,77,Good,I had a great vibe.
10/25/2018 12:44,79,Fair,Annoyed. 
10/25/2018 12:44,83,Fair,Kinda stressful because i'm trying to get my science work done.
10/25/2018 12:44,87,Excellent!,LIFE
10/25/2018 12:44,93,Fair,I need lunch to survive the rest of the day.
10/25/2018 12:44,109,Option 306,Because I feel option 306
10/25/2018 12:44,114,Option 306,I am tired.
10/25/2018 12:45,43,Option 4,Today I am feeling option 4 because I am feeling really tiered. 
10/25/2018 12:46,3,Excellent!,I don't have a reason to be mad.
10/25/2018 14:05,37,Good,I am happy and in a good mood
10/25/2018 14:06,12,Excellent,It is T-pose Thursday
10/25/2018 14:06,51,Excellent,Nothing bad has happened yet.
10/25/2018 14:06,75,Option 4,Because I am feeling great and great is not an option on here :)
10/25/2018 14:07,17,Excellent,I have no homework today.
10/25/2018 14:07,107,Good,I'm feeling this way because nothing happened.
10/25/2018 14:07,121,Good,I'm feeling good because it's getting closer to my birthday.
10/25/2018 14:08,8,Fair,I am super tired from the spurs game from last night and didn't fall asleep till 12.
10/25/2018 14:08,35,Excellent,I can lean back in my chair because Mr. Lovett is not in here.
10/25/2018 14:09,25,Excellent,I had an amazing lunch and I LOVE the Outsiders.
10/25/2018 14:14,43,Option 4,I am feeling option 4 because I am really tiered. 
10/25/2018 14:15,64,Excellent,Because I am happy.
10/25/2018 14:15,85,Excellent,"I am now very nice person, supposedly."
10/25/2018 14:18,4,Good,The reason why I feel like this is because today is one year for me and my boyfriend. And I have thought something for me and him to do this weekend:)
10/25/2018 14:40,19,Good,It is not the weekend and I want to relaxes  
10/25/2018 14:54,87,Excellent,LIFE
10/25/2018 14:54,92,Excellent,It's t-pose Thursday.
10/25/2018 14:54,105,Good,We finally got to ride the Mt. Bikes in P.E and now there's a biker gang in my class.
10/25/2018 14:55,20,Option 4,I feel this way because my back hurts.
10/25/2018 14:55,22,Fair,I am having a decent week.
10/25/2018 14:56,23,Excellent,I had a good day and my ankle isn't hurting that bad at the moment.
10/25/2018 14:56,119,Fair,I'm hungry.
10/25/2018 14:57,13,Excellent,I have Cyber Patriots today and I cant wait to get started.
10/25/2018 14:58,9,Excellent,It's almost the end of the day!
10/25/2018 14:58,46,Good,"We actually got to use the bikes in gym today, but now I'm super sweaty and thirsty. It was totally worth it though. "
10/25/2018 14:58,54,Excellent,"I am excellent today because of the fact that nothing happened today. I got called into Mr. Messias' office, which gave me a heart attack, but turns out it was just for a form that he already had."
10/25/2018 14:58,102,Excellent,I am alive.
10/25/2018 14:58,122,Fair,"I'm feeling fair because I spilt water on myself and I have to stay after school today, so I don't to go home and change yet."
10/25/2018 14:59,108,Good,I am Pretty happy because in ms Brantley's class we got to go outside.
10/25/2018 15:01,104,Fair,It has been a boring day.
10/25/2018 15:03,21,Option 4,Im very irritated and dont want to be here.
10/25/2018 15:03,68,Fair,"I have soccer practice but, its with the wrong age group so i'm practicing with people younger then me by 2 years."
10/25/2018 15:04,18,Option 4,idk.
10/25/2018 15:06,94,Option 4,my head still hurts.
10/26/2018 8:18,103,Good,Starting to feel much better than this week.
10/26/2018 8:19,108,Good,I am feel like today is going to be good.
10/26/2018 8:21,42,Option 306,Option 306. 
10/26/2018 8:22,120,Good,no particular reason
10/26/2018 8:23,29,Option 306,I'm tired.
10/26/2018 8:23,58,Excellent!,Because it is Friday.
10/26/2018 8:23,88,Option 306,It's Friday.
10/26/2018 8:23,106,Option 4,i dont know
10/26/2018 8:24,85,Excellent!,I have a tournament tomorrow.
10/26/2018 8:25,96,Good,I don't know why I feel this way.
10/26/2018 8:25,102,Excellent!,I am alive.
10/26/2018 8:25,119,Good,I went to go say hello to Mr. Evans and Mrs. Rei.
10/26/2018 8:26,90,Option 306,Because today is Friday and I want to go home.
10/26/2018 8:26,99,Good,Because it is Friday!
10/26/2018 8:28,5,Good,I don't now i'm just feeling good about today
10/26/2018 8:28,52,Excellent!,i feel this way because i do.
10/26/2018 8:29,21,Option 306,I want this day to be over because its Friday.
10/26/2018 8:30,116,Excellent!,I feel this way because it's Friday.
10/26/2018 8:32,73,Option 4,I feel that way because I have to do a lot.
10/26/2018 8:33,25,Excellent!,I had an amazing morning and listened to music and had fun! I LOVE LOVE LOVE OBSESSED with the outsiders.
10/26/2018 8:40,26,Option 306,I'm sick.
10/26/2018 8:43,118,Excellent!,I think I was absent today so I'm doing it now but yesterday I was excited for the appointment I had scheduled 
10/26/2018 8:46,118,Excellent!,I feel like happy because today in announcements we didn't mess up at all
10/26/2018 8:48,118,Excellent!,we did really good on announcements 
10/26/2018 10:12,72,Excellent,im happy boi
10/26/2018 10:12,91,Option 4,I'm scared because my friends decided to scare me last period.
10/26/2018 10:12,113,Fair,"Gym sucked, but lunch will be good."
10/26/2018 10:12,123,Fair,I am very bored and want to go home.
10/26/2018 10:13,39,Excellent,I get to go to a Halloween party tomorrow. 
10/26/2018 10:13,50,Option 4,I'm sick because of the freaking cold man it sucks.
10/26/2018 10:13,57,Fair,because i'm still grounded.
10/26/2018 10:13,62,Fair,"
I am hungry."
10/26/2018 10:13,124,Excellent,I reestablished Alexis in the Blue Team.
10/26/2018 10:14,10,Excellent,I'm going to a place with my friends after school
10/26/2018 10:14,100,Option 4,Because it is Friday.
10/26/2018 10:15,3,Good,Its a nice day and i don't feel excellent because i'm tired.
10/26/2018 10:15,26,Good,I'm sick but the haunted house after school is gonna be sicker!
10/26/2018 10:15,82,Excellent,I feel this way because it's Friday.
10/26/2018 10:21,47,Fair,I am feeling fair because i love this classs.
10/26/2018 10:46,43,Good,Today I am feeling good because I want to feel that way
10/26/2018 10:59,55,Fair,I am having a normal day.
10/26/2018 10:59,74,Good,I feel good because the day is almost over.
10/26/2018 10:59,126,Fair,I'm feeling fair because I'm cold.
10/26/2018 11:00,110,Excellent,"I don't know, but today has been pretty relaxing so far."
10/26/2018 11:01,97,Fair,"I just don't feel good enough to put ""good""."
10/26/2018 11:01,98,Excellent,It's friday.
10/26/2018 11:01,120,Good,No particular reason
10/26/2018 11:02,2,Good,Today is the festival.
10/26/2018 11:02,78,Option 4,I have to see my sister
10/26/2018 11:03,53,Fair,Its fridayyyyyyyy.
10/26/2018 11:03,60,Good,I am feeling this way because today has been a good day.
10/26/2018 11:03,89,Good,Today is really funny and happy. 
10/26/2018 11:05,24,Good,It's just that kind of day.
10/26/2018 11:07,56,Option 4,I might stay this height for the rest of my life.
10/26/2018 11:08,44,Option 4,I feel this way because I am mad at myself.
10/26/2018 11:16,24,Good,It's just that kind of day. 
10/26/2018 12:39,41,Option 306,I feel like this because I am sick. 
10/26/2018 12:39,50,Option 306,I'm sick.
10/26/2018 12:39,82,Excellent!,I feel this way because it's Friday.
10/26/2018 12:39,93,Good,It has been a good day.
10/26/2018 12:39,126,Option 306,I feel option 306 because I want to feel option 306.
10/26/2018 12:40,31,Option 306,N/A
10/26/2018 12:40,87,Excellent!,LIFE
10/26/2018 12:41,20,Option 306,I feel this way because i am not feeling good
10/26/2018 12:41,38,Good,I'm cold.
10/26/2018 12:41,43,Good,Today I feel good because I wan to feel that way.
10/26/2018 12:41,62,Excellent!,I'M READY!
10/26/2018 12:41,83,Option 306,Im just having a bad day :(.
10/26/2018 12:41,109,Option 306,Because I feel this way
10/26/2018 12:41,114,Option 4,I want food.
10/26/2018 12:41,123,Fair,I want to go to lunch
10/26/2018 12:42,44,Option 306,I feel this way because I got a lot going on.
10/26/2018 12:43,3,Excellent!,I'm not tired anymore
10/26/2018 12:45,79,Excellent!,It's Friday!1!!
10/26/2018 12:49,77,Fair,I got in a fight with someone
10/26/2018 12:51,7,Excellent,Today is excellent.
10/26/2018 12:52,7,Excellent,today is excellent.
10/26/2018 12:56,7,Excellent,Today is excellent.
10/26/2018 12:57,7,Excellent,Today is excellent.
10/26/2018 12:59,7,Excellent,Today is excellent.
10/26/2018 13:01,7,Excellent,Today is excellent.
10/26/2018 13:02,7,Excellent,Today is excellent.
10/26/2018 13:05,7,Excellent,Today is excellent.
10/26/2018 13:06,7,Excellent,Today is excellent.
10/26/2018 13:08,7,Excellent,Today is excellent.
10/26/2018 13:10,7,Excellent,Today is excellent.
10/26/2018 13:11,7,Excellent,Today is excellent.
10/26/2018 13:13,7,Excellent,Today is excellent.
10/26/2018 13:16,7,Excellent,Today is excellent.
10/26/2018 13:20,7,Excellent,Today is excellent.
10/26/2018 13:21,7,Excellent,Today is excellent.
10/26/2018 13:24,7,Excellent,Today is excellent.
10/26/2018 14:05,12,Excellent,It is A friday .
10/26/2018 14:05,31,Fair,N/A
10/26/2018 14:06,17,Excellent,It is Friday today.
10/26/2018 14:06,107,Good,I'm feeling this way because nothing happened.
10/26/2018 14:07,75,Option 4,"Because I  am Feeling great and great is not ans option
"
10/26/2018 14:08,8,Good,It's Friday and I can't go to practice because I'm meeting with some family.
10/26/2018 14:08,37,Fair,"I am happy but will have to run in 8th period athletics, wish me luck Mr. Lovett"
10/26/2018 14:09,11,Excellent,It's Friday
10/26/2018 14:10,35,Option 4,A zebra died less than 10 minutes ago.
10/26/2018 14:11,85,Excellent,I have almost gotten all my work done.
10/26/2018 14:12,64,Excellent,Because I am happy.
10/26/2018 14:14,4,Good,"It's Friday today, and we have free dress, and I'm really happy about that. Also tomorrow during the weekend I might be able to spend time with my boyfriend so that way we can do what I wanted to do for our one year :)"
10/26/2018 14:14,19,Excellent,IT is almost the weekend and we have the school festival today
10/26/2018 14:15,25,Excellent,I had an amazing lunch and love the outsiders.
10/26/2018 14:17,51,Excellent,Nothing bad has happened yet.
10/26/2018 14:52,23,Good,I have a boot on but other than that it has been a very good day.
10/26/2018 14:52,105,Good,I feel good today because it's friday!!
10/26/2018 14:54,9,Excellent,It's almost the weekend!!
10/26/2018 14:54,22,Good,Today is a Friday.
10/26/2018 14:54,87,Excellent,LIFE
10/26/2018 14:54,92,Excellent,It's Friday.
10/26/2018 14:55,13,Excellent,It is Friday!!!!!!!!!!!!!!!!!
10/26/2018 14:55,18,Excellent,It's the day of fries.
10/26/2018 14:55,20,Option 4,I feel this way because My back hurts.
10/26/2018 14:55,21,Fair,I feel this way because its almost the end of the day.
10/26/2018 14:55,54,Excellent,"I am feeling the way I am because today, in kickball, my team lost 72-7. Yes, that is true."
10/26/2018 14:55,104,Good,It is Friday.
10/26/2018 14:55,108,Good,I am super awesome.
10/26/2018 14:55,117,Good,I'm feeling good because my baseball game tonight isn't going to be canceled.
10/26/2018 14:55,119,Good,I'm ready for the new RWBY volume that comes out tomorrow!
10/26/2018 14:55,122,Good,I'm feeling good because today was fun.
10/26/2018 14:56,94,Option 4,I feel out of breath.
10/26/2018 14:56,102,Excellent,I am alive.
10/26/2018 14:57,46,Good,"I'm preforming today after school, I'll be here till 8pm. I'm excited, but I gonna be exhausted, plus I'm going to a halloween party right after. "
10/26/2018 14:58,48,Good,I'm felling that why because its Friday.
10/26/2018 14:58,125,Excellent,I am feelings this way  because it has been a good day.
10/26/2018 15:01,68,Option 4,Because I have work to do.
10/29/2018 13:04,121,Good,I'm feeling good because it's Friday!
10/31/2018 7:20,108,Good,I am super tired. 
10/31/2018 7:21,42,Option 306,Option 306
10/31/2018 7:21,99,Good,Because today is a good day.
10/31/2018 7:22,90,Option 306,Because I had to come to school today when I don't want to and don't feel good.
10/31/2018 7:22,120,Good,no particular reason
10/31/2018 7:23,106,Option 4,i dont know
10/31/2018 7:24,96,Good,BECAUSE IT'S HALLOWEEN!!!!!!!!!!!
10/31/2018 7:25,29,Option 306,It's complicated
10/31/2018 7:26,21,Fair,Today is halloween so I guess thats cool.
10/31/2018 7:26,32,Option 306,I do not know but I feel Option 306
10/31/2018 7:26,58,Excellent!,Because we won the championship in football.
10/31/2018 7:26,85,Excellent!,I have seen a cute bunny today.
10/31/2018 7:26,88,Option 306,Because the past 2 days have been boring.
10/31/2018 7:26,102,Excellent!,Because im alive.
10/31/2018 7:27,5,Excellent!,I'ts Halloween
10/31/2018 7:27,103,Option 306,I'm really tired and didn't get much sleep.
10/31/2018 7:27,116,Excellent!,I feel this way because riverdale comes on today
10/31/2018 7:27,119,Fair,I'm just a bit tired.
10/31/2018 7:29,94,Excellent!,today is halloween and i'm a go to my aunt's house
10/31/2018 7:34,59,Option 306,I want to sleep
10/31/2018 7:47,73,Option 306,I feel that way because we have to go to school on halloween.
10/31/2018 9:11,62,Excellent,It is spooky day. 
10/31/2018 9:11,82,Excellent,I feel this way because it's Wednesday.
10/31/2018 9:11,113,Good,"I got my last benchmark done, and I packed the good lunch."
10/31/2018 9:11,123,Fair,I want to go home like everyone else.
10/31/2018 9:11,124,Excellent,I am excited about stealing candy from people.
10/31/2018 9:12,39,Excellent,I went to a halloween party this weekend.
10/31/2018 9:12,59,Option 4,I want to sleep.
10/31/2018 9:12,72,Fair,i am really tired since i did not sleep
10/31/2018 9:12,76,Option 4,I'm feeling option 4 because I hate this school.
10/31/2018 9:12,91,Excellent,I was setting up for the haunted house.
10/31/2018 9:12,100,Option 4,Because it is Halloween.
10/31/2018 9:13,3,Excellent,Today is halloween and i get to go to my dads house.
10/31/2018 9:13,50,Excellent,Because it is Halloween!
10/31/2018 9:13,112,Good,I don't know.
10/31/2018 9:14,57,Fair,Because i'm still grounded.
10/31/2018 9:15,10,Option 4,I hate Halloween.
10/31/2018 9:16,57,Fair,Because i'm still grounded.
10/31/2018 9:20,47,Fair,I am feeling fair because i dislike agreeing to disagree to this class.
10/31/2018 9:58,120,Good,No particular reason
10/31/2018 9:59,74,Option 4,Im tired and hungry.
10/31/2018 9:59,110,Excellent,I finally finished all my benchmarks. I had to make-up my english one because I wasn't here the day we did it. 
10/31/2018 10:00,55,Good,It is Halloween.
10/31/2018 10:00,56,Excellent,Its Halloween!!!
10/31/2018 10:00,78,Excellent,I get to scare kids tonight 
10/31/2018 10:00,101,Option 4,just because
10/31/2018 10:01,2,Good,Today I get candy.
10/31/2018 10:01,126,Fair,I'm feeling fair because it's Halloween.
10/31/2018 10:02,24,Good,It's just that kind of day.
10/31/2018 10:02,60,Good,I am feeling that way because today has been going fine. 
10/31/2018 10:02,89,Option 4,I am hurting physically badly. I might be sick...
10/31/2018 10:02,97,Fair,I am in a lot pf physical pain.
10/31/2018 10:03,33,Fair,ehh
10/31/2018 10:03,44,Excellent,I feel this way because we are district champs.
10/31/2018 10:03,53,Option 4,I think a lotttt.
10/31/2018 10:08,98,Excellent,It's halloween.
