Timestamp,Name,How are you doing today?,Why do you feel that way?
3/2/2020 15:01,36,Excellent,"I feel that way because ""today was a good day"" in the words of Ice cube."
3/3/2020 14:56,36,Excellent,I feel that way because Avery The Great is sitting next to me.
3/4/2020 15:00,36,Excellent,I feel that way because today I get to sit next to Noah.
8/22/2019 15:08,36,Excellent,"I have basketball, football today and tomorrow is Friday. "
8/27/2019 15:00,36,Excellent,I have football practice today
8/28/2019 14:58,36,Excellent,I have football practice today and I am going to play basketball.
8/29/2019 16:55,36,Excellent,I have fun stuff to do toaday.
9/3/2019 15:03,36,Excellent,I have basketball practice today.
9/4/2019 14:59,36,Excellent,I have football today.
9/6/2019 15:11,36,Excellent,I have football practice today.
9/6/2019 15:08,36,Excellent,I have football practice today after school.
9/9/2019 15:20,36,Excellent,I have football practice today and I got NBA 2k20 today.
9/10/2019 15:00,36,Excellent,I have football practice and im gonna play NBA 2k20
9/11/2019 15:01,36,Excellent,I HAVE A FOOTBALL GAME TODAY!!!!
9/12/2019 15:13,36,Excellent,We are running a scrimmage today at practice..
9/13/2019 15:04,36,Excellent,I feel that way because I have study hall today.
9/16/2019 14:59,36,Excellent,I feel that way because I have football today.
9/30/2019 15:08,36,Excellent,I have a football game today and I am excited.
9/18/2019 19:44,36,Excellent,I have a football game today.
9/19/2019 14:59,36,Excellent,I am feeling that way because we Me and A team beat wood 50-0.
9/20/2019 15:00,36,Excellent,I feel that way because I have study hall today.
9/23/2019 15:00,36,Excellent,I have football practice today.
9/24/2019 15:00,36,Excellent,"I have football practice today, and i'm gonna play my game."
9/30/2019 19:44,36,Excellent,ABSENT
9/27/2019 14:59,36,Excellent,I feel that way because my dad is getting me today.
9/30/2019 15:02,36,Excellent,I have football practice today and I am going to play my game.
10/1/2019 14:59,36,Excellent,I feel that way because I have been getting work done latly and I feel good about school.
10/2/2019 14:59,36,Excellent,I feel that way because today is game-day!!!
10/3/2019 15:00,36,Excellent,I feel that way because we beat Kruger 44-0. 
10/7/2019 15:01,36,Excellent,I feel that way because I had a tournament and it was my step moms birthday on sunday.
10/9/2019 14:59,36,Excellent,I feel that way because today is game day!!!!!!!
10/10/2019 15:00,36,Excellent,I feel that way because I have had a lot of things good today and it is just a good day.
10/15/2019 15:02,36,Excellent,I feel that way because we get to play football today.
10/16/2019 14:59,36,Excellent,I feel that way because today is game day.
10/17/2019 15:26,36,Excellent,I really don't know why I feel that way today
10/18/2019 15:03,36,Excellent,I feel that way because today is Friday.
10/21/2019 15:00,36,Excellent,I feel that way because today I get to play football.
10/22/2019 15:00,36,Excellent,I really don't know why.
10/23/2019 13:11,36,Excellent,I feel that way because today is game day.
10/25/2019 15:00,36,Excellent,I feel that way because I got madden 20 today.
2/22/2021 10:33,36,Excellent!,Im going to Dallas this weekend.
9/26/2019 11:40,36,Fair,I have the stomach flu.
8/26/2019 15:10,36,Good,I feel sick today.
10/24/2019 13:16,36,Option 306,I really don't know.
10/28/2019 14:03,36,Excellent,I played madden20 and I got football today.
10/29/2019 13:57,36,Excellent,I don't know why I feel that way.
10/30/2019 14:04,36,Excellent,Because I have a football game today.
10/31/2019 14:07,36,Excellent,Because today is Halloween.
11/1/2019 14:00,36,Excellent,I feel that because today is Friday.
11/4/2019 15:33,36,Excellent,I feel that way because today is basketball practice.  
11/5/2019 14:59,36,Excellent,I feel that way because it is basketball season and we have practice.
11/6/2019 14:58,36,Excellent,Tomorrow we are gonna find out what team we are on.
11/7/2019 14:58,36,Excellent,I feel that way because I made A team.
11/8/2019 14:58,36,Excellent,I feel that way because it is Friday.
11/11/2019 15:02,36,Excellent,I am feeling awesome.
11/12/2019 15:01,36,Excellent,I feel that way because I have a basketball game tomorrow. 
11/13/2019 14:59,36,Excellent,TODAY IS GAMEDAY!
11/14/2019 15:00,36,Excellent,I feel that way because I dropped 30 something pints in my first middle school game yesterday.
11/14/2019 15:00,36,Excellent,I feel that way because I dropped 30 something pints in my first middle school game yesterday.
9/26/2019 14:06,37,Excellent!,I have had a fun day and I am excited for the volleyball game.
10/7/2019 14:10,37,Fair,I am really tired.
9/4/2019 13:54,37,Fair,I don't feel great physically but I don't want to leave because I wasn't here yesterday and the first volleyball game is tomorrow.
9/23/2019 14:11,37,Fair,I feel fair because I am very tired.
2/3/2020 14:03,37,Fair,I had a long day and I still have soccer practice.
10/16/2019 14:11,37,Fair,I have 3 test's in a row.
9/16/2019 14:09,37,Fair,I have to go get teeth pulled tomorrow.
10/15/2019 14:05,37,Fair,I pulled a muscle in my neck.
2/5/2020 12:37,37,Fair,It is not the best day and I still have to go practice for two hours.
8/29/2019 14:10,37,Fair,Today is presentation day.
1/6/2020 14:08,37,Fair,I want to go home and I am not sure how I feel about starting athletics.
1/21/2020 14:05,37,Fair,I am really tired.
10/2/2019 14:06,37,Good,I am excited for practice since I didn't have one yesterday.
10/24/2019 12:56,37,Good,I am excited for the last volleyball game.
9/12/2019 13:57,37,Good,I am excited for the volleyball game today.
10/10/2019 14:11,37,Good,I am excited for the volleyball game.
9/20/2019 14:10,37,Good,I am excited to go home and celebrate my mom's birthday.
3/2/2020 14:09,37,Good,I am excited to go skiing.
9/24/2019 14:10,37,Good,I am excited to go watch the varsity game after school.
10/23/2019 12:35,37,Good,I am ready for early release and ready to get home at a reasonable time.
10/18/2019 14:11,37,Good,I am ready to go home and do nothing.
9/25/2019 14:08,37,Good,I am tired but excited for volleyball practice.
2/14/2020 12:37,37,Good,I get to go home early and I am going to get ice cream with a few friends.
2/13/2020 14:09,37,Good,I got to go outside.
10/17/2019 13:53,37,Good,I had a fun day and am excited for the pink out game.
9/10/2019 14:09,37,Good,I had a fun day and am not as tired as usual.
10/21/2019 14:14,37,Good,I had a fun day and I am excited for early dismissal but not for benchmarks.
2/4/2020 14:07,37,Good,I had a fun day and I don't have to go to soccer practice today.
9/11/2019 14:12,37,Good,I had a fun day and it was nice to have a change from the normal schedule.
10/3/2019 14:09,37,Good,I had a fun day but I really don't like my class tomorrow.
9/27/2019 14:10,37,Good,I had a fun day but it has been long.
2/11/2020 14:05,37,Good,I had a fun day.
10/1/2019 14:08,37,Good,I had a fun day.
2/26/2020 14:07,37,Good,I had a normal day but it was easy.
2/10/2020 14:06,37,Good,I had an easy day.
2/12/2020 14:05,37,Good,I had an easy day.
2/24/2020 13:58,37,Good,I have a birthday party on Saturday.
10/9/2019 14:07,37,Good,I have a fun day.
9/5/2019 14:09,37,Good,I have had a good day and I am excited and nervous for the volleyball game.
9/19/2019 14:10,37,Good,I have had a good day and I get to go home an hour earlier today.
8/26/2019 10:11,37,Good,I have had a normal but face paced day.
9/9/2019 14:09,37,Good,I have had a normal day with not many assignments and am feeling kind of tired.
10/22/2019 14:09,37,Good,I only had one benchmark today.
9/6/2019 14:08,37,Good,It has been a fun day and I am excited for the weekend.
8/27/2019 14:09,37,Good,It has been a little bit hectic with all the schedule changes but it has been and overall fun day.
8/28/2019 14:01,37,Good,It has been a normal day with interesting classes.
2/27/2020 13:57,37,Good,It is almost Friday and it is almost Spring Break. 
3/3/2020 13:55,37,Good,It is almost spring break and I have almost finished packing.
3/4/2020 14:10,37,Good,It is almost the end of the week.
2/6/2020 12:33,37,Good,It is early dismissal.
9/13/2019 14:11,37,Good,It is Friday and I want to go watch Angel has Fallen.
2/7/2020 14:09,37,Good,It is Friday.
2/21/2020 14:07,37,Good,It is Friday.
2/28/2020 14:10,37,Good,It is Friday.
9/18/2019 14:10,37,Good,My teeth don't hurt as bad as they used to.
1/7/2020 14:01,37,Good,I had a fun day
1/8/2020 14:04,37,Good,I had a fun day.
1/9/2020 14:05,37,Good,I had a fun day and I got to skip a class that I don't really like.
1/10/2020 14:09,37,Good,I had a fun day and it is Friday.
1/13/2020 14:04,37,Good,I am starting club soccer next week.
1/14/2020 14:05,37,Good,I had a fun day.
1/16/2020 14:05,37,Good,I was tired today but it was an easy and fun day.
1/17/2020 14:07,37,Good,It is Friday.
1/22/2020 14:07,37,Good,I get to leave early.
1/24/2020 14:07,37,Good,I had a fun day and got to go outside.
1/27/2020 14:08,37,Good,I had a fun day and I am going to play soccer.
1/28/2020 14:08,37,Good,I had a fun day and it was pretty easy.
1/30/2020 14:08,37,Good,I got to pick my seat.
1/31/2020 14:08,37,Good,I got to go outside and I am excited to play soccer tomorrow.
9/30/2019 14:09,37,Option 306,A really close family friend isn't doing great and I'm not sure when I will be able to see him.
10/25/2019 14:12,37,Good,It was nice to go outside.
10/28/2019 13:09,37,Good,I had normal day.
10/29/2019 13:04,37,Good,I had a fun day and the weathers nice.
10/30/2019 13:08,37,Good,I had a fun day.
10/31/2019 12:56,37,Good,I am ready to see my friends from elementary.
11/1/2019 13:13,37,Good,I am ready for the weekend up I won't get home till 9 because I have to go volunteer.
11/6/2019 14:11,37,Fair,I am still slightly getting over being sick.
11/7/2019 14:08,37,Good,I didn't do that much today and I am ready for Friday.
11/8/2019 14:11,37,Good,I am happy that it is Friday.
11/11/2019 14:29,37,Good,We didn't do much today and it is Makena's birthday.
11/12/2019 14:06,37,Good,I had a fun day but I don't want to go to the dentist.
11/13/2019 14:05,37,Good,I didn't do that much today.
11/14/2019 14:05,37,Good,I am excited to leave early tomorrow and go hunting.
11/14/2019 14:05,37,Good,I am excited to leave early tomorrow and go hunting.
11/13/2019 14:05,37,Good,I didn't do that much today.
2/23/2021 12:35,38,Fair,"I am still trying to recuperate from last week & I am going to my dad's today, which I can't really that I am excited about, as my mom's apartment has a golf course with a lot of birds (that I would like to take pictures of). "
2/23/2021 11:05,39,Good,I don't have any work today other than this assignment because the other classes had nothing. It's not excellent because I don't want to do the track meet.
2/22/2021 9:54,40,Excellent!,I feel excellent today because I do not have any assignments unsubmitted. I also feel great because I get to come back to school and have something to do until one a-clock.
2/26/2020 13:58,41,Option 306,i dont want to be in the classroom
9/12/2019 14:08,41,Option 306,I feel that way because I am at school and today was sooooo boring and Mr Lovett wants me to fail and I JUST C A N N O T.
2/12/2020 13:53,41,Option 306,"I feel this way because I'm in this class with these people, but what can I say? There's nowhere else I can go even though there's a thousand places I'd rather be."
1/21/2020 14:09,41,Option 306,cause nothing fun happened today.
2/7/2020 14:36,41,Fair,"I always feel option 306, but I thought I would switch I am listening to music."
1/8/2020 14:04,41,Fair,because I DO
2/3/2020 14:04,41,Option 306,Cause of this check in
1/10/2020 14:09,41,Option 306,I do not feel mentally good.
11/11/2019 14:28,41,Fair,I feel fair because it is veterans day and my brother is currently in the Air Force and my mom was is the Army.
1/13/2020 14:06,41,Excellent!,I got to play with my hot wheels and tomorrow I'm bring a tractor.
2/11/2020 13:52,41,Fair,I FEEL FAIR BC I CANNNNNNNNNNNNNN!!!!! Also cause I am currently listening to music
1/6/2020 14:09,41,Fair,I feel this way because I got to see all my friends after 2 weeks.
1/31/2020 14:08,41,Fair,I feel this way cause it's the last day of January.
2/5/2020 12:37,41,Option 306,it's nothing new.
1/7/2020 14:13,41,Option 306,i feel this way cause today was Trash.
1/9/2020 14:06,41,Option 306,cause i'm tired of doing this site.
1/14/2020 14:05,41,Option 306,cause i do
1/17/2020 14:06,41,Option 306,I feel this way cause my week been <<<<<<<.
1/24/2020 14:08,41,Option 306,I feel this way cause I am failing classes.
1/27/2020 14:07,41,Option 306,I feel this way cause I can.
1/28/2020 14:26,41,Option 306,I feel this way because I can.
9/6/2019 14:09,41,Excellent!,Because I left early the day we did this one.
10/22/2019 14:11,41,Excellent!,"I feel excellent because I get to see the king...Tyler, the Creator TONIGHT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Now enjoy the only check-in EVER where I will put excellent."
10/9/2019 14:09,41,Excellent!,"I feel Option 306 because I have a bad stomach ache. (EDIT) I now feel EXCELLENT because I watched a bunch of ""Lets Get Sickening"" videos."
8/22/2019 14:34,41,Fair,Because I had school today and school is not that fun.
9/4/2019 14:07,41,Fair,Because I played minecraft and left caps lock on.
9/26/2019 14:08,41,Fair,"I feel this way because I am still tired of feeling option 306 so I will fake it and feel fair, I also feel that way because Pugsley is now my Google theme. ß?ƒå?ƒ®?!"
9/26/2019 14:05,41,Fair,I feel this way because I am tired of feeling option 306.
10/16/2019 14:12,41,Fair,I feel this way because I clicked a random feeling and thats what I chose. 
9/30/2019 14:08,41,Fair,"I feel this way because I saw my best friend, but I am also at school so it is not that very exciting."
10/3/2019 14:02,41,Fair,I feel this way because me and my best friends are friends again.
2/18/2020 14:14,41,Fair,jsriuzghvi;shdvAIO{hfiorwhjo9'vdfohvoi'ehwnviojdfioab . IM RUSHIN
8/27/2019 14:10,41,Fair,"My day was boring yet fast, but then the video made me more sleepy."
9/16/2019 14:11,41,Fair,"Today has not been the best, but there were some fun parts which was mainly lunch."
9/18/2019 14:48,41,Fair,Today was fair  because I made a new friend and I also got to play minecraft.
1/22/2020 14:07,41,Fair,Cause I want Yu-Gi-Oh cards.
9/3/2019 13:56,41,Good,Because in the lunch line was fun and funny.
8/23/2019 14:30,41,Good,Because today was funny and I have a better outlook on things than I did yesterday.
9/19/2019 14:09,41,Good,I feel this way because me and my new friend are now best friends.
2/14/2020 12:38,41,Good,"I feel this way cause I got to get my HAIRRRRRR UPPPPP, and I will continue to have my hair alllll night."
8/26/2019 14:00,41,Good,"I had a pretty boring day, but I had a fun lunch."
9/6/2019 14:08,41,Option 306,Because I am not feeling good physically or mentally.
8/28/2019 14:00,41,Option 306,Because today has been so terrible and so boring I just can't anymore.
2/13/2020 14:11,41,Option 306,I feel like I'm dying.
9/11/2019 14:12,41,Option 306,I feel option 306 because I do not feel good and I did not see my best friend today.
9/25/2019 14:06,41,Option 306,I feel option 306 because my day has been awful since first period because I am at school and I am never happy when I am at school.
10/24/2019 12:35,41,Option 306,I feel that way because I feel slightly less better than every other day.
10/17/2019 13:51,41,Option 306,I feel that way because I feel that way.
9/13/2019 14:11,41,Option 306,I feel that way because it is Friday the thirteenth.
10/21/2019 14:09,41,Option 306,I feel that way cause I do.
10/2/2019 14:05,41,Option 306,I feel this way because I am very sad for reasons I will not state.
10/23/2019 12:35,41,Option 306,I feel this way because I do not want to be here today. 
10/18/2019 14:13,41,Option 306,I feel this way because I do.
9/20/2019 14:11,41,Option 306,"I feel this way because I got ketchup on my shoes and went outside, those are two things I hate in one."
9/23/2019 14:11,41,Option 306,I feel this way because I have been excluded a lot today.
10/7/2019 14:13,41,Option 306,I feel this way because I think my best friend does not like me.
9/27/2019 14:11,41,Option 306,I feel this way because I went outside and I have to go to athletics next period and run a mile under 16 minutes.
10/15/2019 14:09,41,Option 306,I feel this way because nothing happened today.
10/15/2019 14:06,41,Option 306,I feel this way because we went outside and it was hot and I hated it.
8/29/2019 14:10,41,Option 306,My day was terrible because I felt terrible.
9/17/2019 14:11,41,Option 306,Today was not that good and I do not know how to feel about it.
10/25/2019 14:13,41,Option 306,"I feel that way because a bunch of sixth graders were reading the ""DoN't Do DrUgS"" posters."
10/28/2019 13:09,41,Fair,I feel this way because I do not know what to chose.
10/29/2019 13:09,41,Fair,I feel this way cause my hair won't go all the way up and my Minecraft world broke.
10/30/2019 13:08,41,Good,I feel good because I am battering up. 
10/31/2019 13:08,41,Option 306,I feel option 306 cause the silverfish making my hair go down.
11/4/2019 14:09,41,Fair,I feel fair because I am hungry.
11/6/2019 14:11,41,Option 306,I feel this way cause we went outside and I do not want to do an exit ticket.
11/7/2019 14:07,41,Option 306,I feel this way cause I am tired and I can not feel my hands.
11/8/2019 14:09,41,Option 306,I feel this way cause I do.
11/12/2019 14:08,41,Option 306,"I feel this way because I did not turn in one assignment in science and it brought my grade down 20 points, but I turned it in and it went back up."
11/13/2019 14:08,41,Fair,I AM FEEling fair because me and Daysha in the making of great music.
11/14/2019 14:32,41,Option 306,I feel that way cause I do.
11/14/2019 14:32,41,Option 306,I feel that way cause I do.
11/13/2019 14:08,41,Fair,I AM FEEling fair because me and Daysha in the making of great music.
9/11/2019 14:12,41,Option 306,I feel that way because a certain teacher not going to say names (MR LOVETT) called me out for no reason. THAT IS RUDE!!!!!!!!!!!!!
10/7/2019 14:15,41,Fair,I feel fair because I still am tired of feeling option 306 and I am tired of doing these check-ins.
1/24/2020 9:13,42,Excellent,I like Friday.
1/27/2020 9:15,42,Excellent,"We did a fun experiment in science, and I saw a fellow cuber in the hallway. I wish I talked to them."
2/3/2020 9:16,42,Excellent,"Science was very funny, and my friend helped me use Scratch."
2/6/2020 9:04,42,Excellent,"It's the last day of the week for me, and I got my Scratch game to work."
2/11/2020 9:13,42,Excellent,"I am happy about my Scratch game, and we did a fun experiment in science."
2/12/2020 9:13,42,Excellent,"I didn't fall asleep on the bus, and we did a very fun thing in science."
2/14/2020 9:05,42,Excellent,"It's a half day, I got to mess with Scratch, and I am acting like a villager."
2/26/2020 9:14,42,Excellent,"I had fun in science, and I made it to round 134 in BTD 6."
2/27/2020 9:13,42,Excellent,I had a good day so far.
3/4/2020 9:21,42,Excellent,"Science was fun, and Jackson is back today."
2/4/2020 9:13,42,Fair,"I have a lot of homework to catch up on before friday, and I will not even be here on friday. I won't have much free time at all."
2/10/2020 9:15,42,Fair,I'm really tired.
2/18/2020 9:14,42,Fair,"I am coughing a lot, but science was good."
2/21/2020 9:51,42,Fair,I had to rush on my project.
2/28/2020 9:13,42,Fair,I saw spiders in science. Too many spiders.
3/2/2020 9:14,42,Fair,I didn't do anything interesting.
2/23/2021 12:11,42,Good,"I still have some work to catch up on in your class from last week, but today's been good. I got a cookie. My classes went well too."
1/22/2020 9:24,42,Good,"I'm tired , but I didn't have anything bad happen today."
1/28/2020 9:12,42,Good,Had fun in science.
1/30/2020 9:15,42,Good,Nothing bad has happened today.
2/5/2020 9:07,42,Good,"It's early release, but I have a lot of homework, and I had an annoying time with next year's schedules in science."
2/13/2020 9:14,42,Good,I got to work on Scratch.
2/24/2020 9:13,42,Good,Science was fun.
3/3/2020 9:12,42,Good,I had fun in science.
11/12/2019 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
9/3/2019 10:12,43,Excellent,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get a new phone soon."
8/22/2019 10:20,43,Excellent!,"I feel that way because nothing bad has happened today, I played with my dog, and I'll get a new phone tomorrow."
8/23/2019 10:20,43,Excellent!,"I got to play to with my dog, I'm getting a new phone today, and nothing bad has happened yet."
8/29/2019 10:11,43,Excellent!,"I got to play with my dog today, nothing bad has happened yet, and I'll get a new phone soon."
9/19/2019 10:11,43,Excellent!,"Nothing bad happened to me yet, I got to play with my dog, and I'll get to eat soon."
9/18/2019 10:11,43,Excellent!,"Nothing bad happened to me yet, I got to play with my dog, and I'll leave early today."
9/25/2019 10:13,43,Excellent!,"Nothing bad happened to me yet, I got to play with my dog, and I'll play Minecraft when I get home."
10/7/2019 9:17,43,Excellent!,"Nothing bad has happened to me yet, I go to play with my dog, and I'll get to eat soon."
2/3/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/4/2020 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/5/2020 9:40,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/6/2020 9:42,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/7/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/10/2020 10:06,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/11/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/13/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/14/2020 9:40,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/18/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/21/2020 10:05,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/24/2020 10:05,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/26/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/27/2020 10:05,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
2/28/2020 10:06,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
3/2/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
3/3/2020 10:06,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
10/17/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
10/24/2019 9:39,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
9/5/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll be able to use my new phone today."
9/12/2019 10:13,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll eat soon."
9/4/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get my new phone today."
10/23/2019 9:41,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon, and it's also early release today."
9/13/2019 10:11,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
9/16/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
9/17/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
9/30/2019 10:13,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/2/2019 10:12,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/9/2019 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/10/2019 9:59,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/15/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/16/2019 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/18/2019 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/21/2019 10:12,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to eat soon."
10/1/2019 10:12,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, and I'll get to leave early."
9/23/2019 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog, I'll get to eat soon, I'll get to leave early, and then eat some more after the doctor's appointment, and then play video games, and then eat some more for dinner."
9/10/2019 10:14,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, and I'll eat soon."
8/26/2019 10:12,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, and I'll get a new phone soon."
8/28/2019 10:12,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, and I'll get a new phone soon."
8/27/2019 10:10,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, and I'll get a new phone soon. "
9/9/2019 10:09,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, and we'll be able to do something fun in athletics today."
9/27/2019 10:09,43,Excellent!,"Nothing bad has happened yet, I got to play with my dog, it's Friday, we will probably go to the weight room today, and I'll get to eat soon."
1/7/2020 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/8/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/6/2020 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today and he started going oink oink, and I'll get to eat soon."
1/13/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet,  I got to play with my dog today, and I'll get to eat soon."
1/14/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/16/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon, but I am very tired."
1/17/2020 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, I'll get to eat soon, I'm not really that tired anymore, I'll get to home soon, it is Friday, it will be the weekend soon, I'll get to play video games soon and I was right behind Stewart the whole way to this class and he never even noticed."
1/21/2020 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/22/2020 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got play with my dog today, and I'll get to eat soon."
1/24/2020 10:05,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/27/2020 10:07,43,Excellent!,"Nothing bas has happened to me yet, I got to play with my dog today, and I'll get to eat soon because I am soooooooooooooooooooooooooooooooooooooooooooooooooo hungry."
1/28/2020 10:08,43,Excellent!,"Nothing bas has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/30/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
1/31/2020 10:07,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
10/22/2019 10:09,43,Fair,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon, but I'm really tired and my allergies are acting up because of that."
1/9/2020 10:07,43,Good,"I woke up and the air was do dry my nose felt like it was breaking in the inside, I am hungry, but I got to play with my dog today."
1/10/2020 10:06,43,Good,"We have to do a writing prompt today, but I got to play with my dog today, and I'll get to eat soon."
9/26/2019 10:13,43,Option 306,"I feel this was because my whole upper body is sore, and I can barely put on my backpack."
9/24/2019 10:12,43,Option 306,I had my hair cut too short and I have an annoying band aid on my face.
10/3/2019 10:09,43,Option 306,"I'll probably have to run today in athletics, and even though I like running, I'll be really tired."
9/6/2019 10:12,43,Option 306,"Nothing bad happened yet, I got to play with my dog, BUT, I'm hungry all the time and I can't wait to eat, but I know that even after I eat, I'm still going to be super hungry."
9/20/2019 10:10,43,Option 306,"Nothing bad has happened to me yet, I got to play with my dog, I'll get to eat soon, but I'll have to run a lot in athletics."
10/25/2019 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
10/28/2019 9:09,43,Option 306,I'm sick and I am feeling of the pain in the stomach.
10/29/2019 9:10,43,Option 306,"I didn't eat breakfast because I ate the same thing for too long and now I can't eat it, and now I'm so hungry I'm about to throw up."
10/30/2019 9:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
10/31/2019 9:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/1/2019 9:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/4/2019 10:11,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/5/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/6/2019 10:10,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/7/2019 10:06,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/8/2019 10:08,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/13/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
11/13/2019 10:09,43,Excellent!,"Nothing bad has happened to me yet, I got to play with my dog today, and I'll get to eat soon."
